cds_header,cds_seqname,gene,locus_tag,protein_desc_from_cds,protein_id,gene_base,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa
"lcl|BDGG01000001.1_cds_GAU87159.1_57 [gene=RvY_00052-1] [locus_tag=RvY_00052] [protein=hypothetical protein] [protein_id=GAU87159.1] [location=complement(join(109594..109925,110710..111003,111122..111161))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87159.1_57,RvY_00052-1,RvY_00052,hypothetical protein,GAU87159.1,RvY_00052,RvY_00052,GAU87159.1 hypothetical protein RvY_00052 [Ramazzottius varieornatus],hypothetical protein RvY_00052,TRUE
"lcl|BDGG01000001.1_cds_GAU87160.1_58 [gene=RvY_00053] [locus_tag=RvY_00053-2] [protein=hypothetical protein] [protein_id=GAU87160.1] [location=complement(join(115332..115577,115830..115868))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87160.1_58,RvY_00053,RvY_00053-2,hypothetical protein,GAU87160.1,RvY_00053,RvY_00053,GAU87160.1 hypothetical protein RvY_00053-2 [Ramazzottius varieornatus],hypothetical protein RvY_00053-2,TRUE
lcl|BDGG01000001.1_cds_GAU87161.1_59 [gene=RvY_00053] [locus_tag=RvY_00053-1] [protein=hypothetical protein] [partial=5'] [protein_id=GAU87161.1] [location=complement(115703..>115993)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87161.1_59,RvY_00053,RvY_00053-1,hypothetical protein,GAU87161.1,RvY_00053,RvY_00053,"GAU87161.1 hypothetical protein RvY_00053-1, partial [Ramazzottius varieornatus]","hypothetical protein RvY_00053-1, partial",TRUE
lcl|BDGG01000001.1_cds_GAU87162.1_60 [gene=RvY_00054-1] [locus_tag=RvY_00054] [protein=hypothetical protein] [protein_id=GAU87162.1] [location=117739..117972] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87162.1_60,RvY_00054-1,RvY_00054,hypothetical protein,GAU87162.1,RvY_00054,RvY_00054,GAU87162.1 hypothetical protein RvY_00054 [Ramazzottius varieornatus],hypothetical protein RvY_00054,TRUE
lcl|BDGG01000001.1_cds_GAU87163.1_61 [gene=RvY_00055-1] [locus_tag=RvY_00055] [protein=hypothetical protein] [protein_id=GAU87163.1] [location=complement(126203..126634)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87163.1_61,RvY_00055-1,RvY_00055,hypothetical protein,GAU87163.1,RvY_00055,RvY_00055,GAU87163.1 hypothetical protein RvY_00055 [Ramazzottius varieornatus],hypothetical protein RvY_00055,TRUE
"lcl|BDGG01000001.1_cds_GAU87164.1_62 [gene=RvY_00056-1] [locus_tag=RvY_00056] [protein=hypothetical protein] [protein_id=GAU87164.1] [location=join(133096..133363,133495..133829)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87164.1_62,RvY_00056-1,RvY_00056,hypothetical protein,GAU87164.1,RvY_00056,RvY_00056,GAU87164.1 hypothetical protein RvY_00056 [Ramazzottius varieornatus],hypothetical protein RvY_00056,TRUE
lcl|BDGG01000001.1_cds_GAU87165.1_63 [gene=RvY_00057-1] [locus_tag=RvY_00057] [protein=hypothetical protein] [protein_id=GAU87165.1] [location=complement(133905..134363)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87165.1_63,RvY_00057-1,RvY_00057,hypothetical protein,GAU87165.1,RvY_00057,RvY_00057,GAU87165.1 hypothetical protein RvY_00057 [Ramazzottius varieornatus],hypothetical protein RvY_00057,TRUE
lcl|BDGG01000001.1_cds_GAU87166.1_64 [gene=RvY_00058-1] [locus_tag=RvY_00058] [protein=hypothetical protein] [protein_id=GAU87166.1] [location=complement(134479..134661)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87166.1_64,RvY_00058-1,RvY_00058,hypothetical protein,GAU87166.1,RvY_00058,RvY_00058,GAU87166.1 hypothetical protein RvY_00058 [Ramazzottius varieornatus],hypothetical protein RvY_00058,TRUE
lcl|BDGG01000001.1_cds_GAU87167.1_65 [gene=RvY_00059-1] [locus_tag=RvY_00059] [protein=hypothetical protein] [protein_id=GAU87167.1] [location=complement(135359..135580)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87167.1_65,RvY_00059-1,RvY_00059,hypothetical protein,GAU87167.1,RvY_00059,RvY_00059,GAU87167.1 hypothetical protein RvY_00059 [Ramazzottius varieornatus],hypothetical protein RvY_00059,TRUE
lcl|BDGG01000001.1_cds_GAU87168.1_66 [gene=RvY_00060-1] [locus_tag=RvY_00060] [protein=hypothetical protein] [protein_id=GAU87168.1] [location=140201..140554] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87168.1_66,RvY_00060-1,RvY_00060,hypothetical protein,GAU87168.1,RvY_00060,RvY_00060,GAU87168.1 hypothetical protein RvY_00060 [Ramazzottius varieornatus],hypothetical protein RvY_00060,TRUE
"lcl|BDGG01000001.1_cds_GAU87169.1_67 [gene=RvY_00061-1] [locus_tag=RvY_00061] [protein=hypothetical protein] [protein_id=GAU87169.1] [location=complement(join(147334..148377,148530..148949,149074..149370))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87169.1_67,RvY_00061-1,RvY_00061,hypothetical protein,GAU87169.1,RvY_00061,RvY_00061,GAU87169.1 hypothetical protein RvY_00061 [Ramazzottius varieornatus],hypothetical protein RvY_00061,TRUE
"lcl|BDGG01000001.1_cds_GAU87170.1_68 [gene=RvY_00062] [locus_tag=RvY_00062-1] [protein=hypothetical protein] [protein_id=GAU87170.1] [location=join(149252..149340,149413..149545)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87170.1_68,RvY_00062,RvY_00062-1,hypothetical protein,GAU87170.1,RvY_00062,RvY_00062,GAU87170.1 hypothetical protein RvY_00062-1 [Ramazzottius varieornatus],hypothetical protein RvY_00062-1,TRUE
lcl|BDGG01000001.1_cds_GAU87171.1_69 [gene=RvY_00062] [locus_tag=RvY_00062-2] [protein=hypothetical protein] [protein_id=GAU87171.1] [location=149394..149615] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87171.1_69,RvY_00062,RvY_00062-2,hypothetical protein,GAU87171.1,RvY_00062,RvY_00062,GAU87171.1 hypothetical protein RvY_00062-2 [Ramazzottius varieornatus],hypothetical protein RvY_00062-2,TRUE
"lcl|BDGG01000001.1_cds_GAU87172.1_70 [gene=RvY_00063-1] [locus_tag=RvY_00063] [protein=hypothetical protein] [protein_id=GAU87172.1] [location=complement(join(151044..151193,152850..153523,153674..153794))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87172.1_70,RvY_00063-1,RvY_00063,hypothetical protein,GAU87172.1,RvY_00063,RvY_00063,GAU87172.1 hypothetical protein RvY_00063 [Ramazzottius varieornatus],hypothetical protein RvY_00063,TRUE
"lcl|BDGG01000001.1_cds_GAU87173.1_71 [gene=RvY_00064-1] [locus_tag=RvY_00064] [protein=hypothetical protein] [protein_id=GAU87173.1] [location=complement(join(154585..154723,154825..154942,155067..155127,155295..155378,155600..155749,155822..156019))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87173.1_71,RvY_00064-1,RvY_00064,hypothetical protein,GAU87173.1,RvY_00064,RvY_00064,GAU87173.1 hypothetical protein RvY_00064 [Ramazzottius varieornatus],hypothetical protein RvY_00064,TRUE
lcl|BDGG01000001.1_cds_GAU87174.1_72 [gene=RvY_00065-1] [locus_tag=RvY_00065] [protein=hypothetical protein] [protein_id=GAU87174.1] [location=160854..161060] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87174.1_72,RvY_00065-1,RvY_00065,hypothetical protein,GAU87174.1,RvY_00065,RvY_00065,GAU87174.1 hypothetical protein RvY_00065 [Ramazzottius varieornatus],hypothetical protein RvY_00065,TRUE
"lcl|BDGG01000001.1_cds_GAU87175.1_73 [gene=RvY_00066] [locus_tag=RvY_00066-1] [protein=hypothetical protein] [protein_id=GAU87175.1] [location=complement(join(164184..164334,164399..164488,164559..164690,164964..165375,165542..165634,165715..167511,167578..170059))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87175.1_73,RvY_00066,RvY_00066-1,hypothetical protein,GAU87175.1,RvY_00066,RvY_00066,GAU87175.1 hypothetical protein RvY_00066-1 [Ramazzottius varieornatus],hypothetical protein RvY_00066-1,TRUE
"lcl|BDGG01000001.1_cds_GAU87176.1_74 [gene=RvY_00066] [locus_tag=RvY_00066-2] [protein=hypothetical protein] [protein_id=GAU87176.1] [location=complement(join(165605..165634,165713..167511,167578..170059))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87176.1_74,RvY_00066,RvY_00066-2,hypothetical protein,GAU87176.1,RvY_00066,RvY_00066,GAU87176.1 hypothetical protein RvY_00066-2 [Ramazzottius varieornatus],hypothetical protein RvY_00066-2,TRUE
"lcl|BDGG01000001.1_cds_GAU87177.1_75 [gene=RvY_00067-1] [locus_tag=RvY_00067] [protein=hypothetical protein] [protein_id=GAU87177.1] [location=join(172795..172831,172924..173022,173170..173386,173636..173708,173783..173805,173882..174168,174282..174579,174657..175068,175145..175771)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87177.1_75,RvY_00067-1,RvY_00067,hypothetical protein,GAU87177.1,RvY_00067,RvY_00067,GAU87177.1 hypothetical protein RvY_00067 [Ramazzottius varieornatus],hypothetical protein RvY_00067,TRUE
"lcl|BDGG01000001.1_cds_GAU87178.1_76 [gene=RvY_00068-1] [locus_tag=RvY_00068] [protein=hypothetical protein] [protein_id=GAU87178.1] [location=complement(join(176215..176475,176531..176848))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87178.1_76,RvY_00068-1,RvY_00068,hypothetical protein,GAU87178.1,RvY_00068,RvY_00068,GAU87178.1 hypothetical protein RvY_00068 [Ramazzottius varieornatus],hypothetical protein RvY_00068,TRUE
"lcl|BDGG01000001.1_cds_GAU87179.1_77 [gene=RvY_00069-1] [locus_tag=RvY_00069] [protein=hypothetical protein] [protein_id=GAU87179.1] [location=complement(join(177789..178232,178571..178811,178868..179090,179245..179326,179534..179653))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87179.1_77,RvY_00069-1,RvY_00069,hypothetical protein,GAU87179.1,RvY_00069,RvY_00069,GAU87179.1 hypothetical protein RvY_00069 [Ramazzottius varieornatus],hypothetical protein RvY_00069,TRUE
"lcl|BDGG01000001.1_cds_GAU87180.1_78 [gene=RvY_00070-1] [locus_tag=RvY_00070] [protein=hypothetical protein] [protein_id=GAU87180.1] [location=join(181864..182332,183040..183213,183286..183543,183748..184109,184183..184302)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87180.1_78,RvY_00070-1,RvY_00070,hypothetical protein,GAU87180.1,RvY_00070,RvY_00070,GAU87180.1 hypothetical protein RvY_00070 [Ramazzottius varieornatus],hypothetical protein RvY_00070,TRUE
"lcl|BDGG01000001.1_cds_GAU87181.1_79 [gene=RvY_00071-1] [locus_tag=RvY_00071] [protein=hypothetical protein] [protein_id=GAU87181.1] [location=join(184567..185118,185157..185228)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87181.1_79,RvY_00071-1,RvY_00071,hypothetical protein,GAU87181.1,RvY_00071,RvY_00071,GAU87181.1 hypothetical protein RvY_00071 [Ramazzottius varieornatus],hypothetical protein RvY_00071,TRUE
"lcl|BDGG01000001.1_cds_GAU87182.1_80 [gene=RvY_00072-1] [locus_tag=RvY_00072] [protein=hypothetical protein] [protein_id=GAU87182.1] [location=complement(join(188562..188675,188735..188860,189143..189281,189341..189456))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87182.1_80,RvY_00072-1,RvY_00072,hypothetical protein,GAU87182.1,RvY_00072,RvY_00072,GAU87182.1 hypothetical protein RvY_00072 [Ramazzottius varieornatus],hypothetical protein RvY_00072,TRUE
"lcl|BDGG01000001.1_cds_GAU87183.1_81 [gene=RvY_00073-1] [locus_tag=RvY_00073] [protein=hypothetical protein] [protein_id=GAU87183.1] [location=join(190082..190381,190444..190524,190709..191048,191110..191132)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87183.1_81,RvY_00073-1,RvY_00073,hypothetical protein,GAU87183.1,RvY_00073,RvY_00073,GAU87183.1 hypothetical protein RvY_00073 [Ramazzottius varieornatus],hypothetical protein RvY_00073,TRUE
"lcl|BDGG01000001.1_cds_GAU87184.1_82 [gene=RvY_00074] [locus_tag=RvY_00074-1] [protein=hypothetical protein] [protein_id=GAU87184.1] [location=join(194538..194567,194661..194837,194912..195043,195116..195259,195325..195453,195540..195601,195668..195796,195860..196048,196136..196313,196639..196893,196969..197100,197171..197389,197579..198136)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87184.1_82,RvY_00074,RvY_00074-1,hypothetical protein,GAU87184.1,RvY_00074,RvY_00074,GAU87184.1 hypothetical protein RvY_00074-1 [Ramazzottius varieornatus],hypothetical protein RvY_00074-1,TRUE
"lcl|BDGG01000001.1_cds_GAU87185.1_83 [gene=RvY_00074] [locus_tag=RvY_00074-3] [protein=hypothetical protein] [protein_id=GAU87185.1] [location=join(196696..196893,196969..197100,197171..197389,197579..198055,198132..198150,198221..198288,198375..198418,198495..198549,198693..199278,199484..199725,199808..199967,200049..200161)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87185.1_83,RvY_00074,RvY_00074-3,hypothetical protein,GAU87185.1,RvY_00074,RvY_00074,GAU87185.1 hypothetical protein RvY_00074-3 [Ramazzottius varieornatus],hypothetical protein RvY_00074-3,TRUE
"lcl|BDGG01000001.1_cds_GAU87186.1_84 [gene=RvY_00074] [locus_tag=RvY_00074-2] [protein=hypothetical protein] [protein_id=GAU87186.1] [location=join(198187..198288,198375..198418,198495..198549,198693..199278,199484..199725,199808..199967,200049..200157,200234..200372,200470..200612,200678..200783,200889..201047,201171..201452,201523..201602,201678..201789)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87186.1_84,RvY_00074,RvY_00074-2,hypothetical protein,GAU87186.1,RvY_00074,RvY_00074,GAU87186.1 hypothetical protein RvY_00074-2 [Ramazzottius varieornatus],hypothetical protein RvY_00074-2,TRUE
"lcl|BDGG01000001.1_cds_GAU87187.1_85 [gene=RvY_00074] [locus_tag=RvY_00074-4] [protein=hypothetical protein] [protein_id=GAU87187.1] [location=join(198247..198288,198375..198418,198495..198549,198693..199278,199484..199725,199808..199967,200049..200157,200234..200372,200470..200612,200678..200783,200889..201047,201171..201452,201523..201602,201678..201789)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87187.1_85,RvY_00074,RvY_00074-4,hypothetical protein,GAU87187.1,RvY_00074,RvY_00074,GAU87187.1 hypothetical protein RvY_00074-4 [Ramazzottius varieornatus],hypothetical protein RvY_00074-4,TRUE
"lcl|BDGG01000001.1_cds_GAU87188.1_86 [gene=RvY_00075-1] [locus_tag=RvY_00075] [protein=hypothetical protein] [protein_id=GAU87188.1] [location=complement(join(202295..202729,203230..203348,204905..205096,205911..205944))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87188.1_86,RvY_00075-1,RvY_00075,hypothetical protein,GAU87188.1,RvY_00075,RvY_00075,GAU87188.1 hypothetical protein RvY_00075 [Ramazzottius varieornatus],hypothetical protein RvY_00075,TRUE
lcl|BDGG01000001.1_cds_GAU87189.1_87 [gene=RvY_00076-1] [locus_tag=RvY_00076] [protein=hypothetical protein] [protein_id=GAU87189.1] [location=complement(206561..207184)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87189.1_87,RvY_00076-1,RvY_00076,hypothetical protein,GAU87189.1,RvY_00076,RvY_00076,GAU87189.1 hypothetical protein RvY_00076 [Ramazzottius varieornatus],hypothetical protein RvY_00076,TRUE
"lcl|BDGG01000001.1_cds_GAU87190.1_88 [gene=RvY_00077-1] [locus_tag=RvY_00077] [protein=hypothetical protein] [protein_id=GAU87190.1] [location=join(207563..207574,207766..208230)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87190.1_88,RvY_00077-1,RvY_00077,hypothetical protein,GAU87190.1,RvY_00077,RvY_00077,GAU87190.1 hypothetical protein RvY_00077 [Ramazzottius varieornatus],hypothetical protein RvY_00077,TRUE
"lcl|BDGG01000001.1_cds_GAU87191.1_89 [gene=RvY_00078-1] [locus_tag=RvY_00078] [protein=hypothetical protein] [protein_id=GAU87191.1] [location=complement(join(208474..210677,210816..211998))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87191.1_89,RvY_00078-1,RvY_00078,hypothetical protein,GAU87191.1,RvY_00078,RvY_00078,GAU87191.1 hypothetical protein RvY_00078 [Ramazzottius varieornatus],hypothetical protein RvY_00078,TRUE
lcl|BDGG01000001.1_cds_GAU87192.1_90 [gene=RvY_00079-1] [locus_tag=RvY_00079] [protein=hypothetical protein] [protein_id=GAU87192.1] [location=212494..213231] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87192.1_90,RvY_00079-1,RvY_00079,hypothetical protein,GAU87192.1,RvY_00079,RvY_00079,GAU87192.1 hypothetical protein RvY_00079 [Ramazzottius varieornatus],hypothetical protein RvY_00079,TRUE
lcl|BDGG01000001.1_cds_GAU87193.1_91 [gene=RvY_00080-1] [locus_tag=RvY_00080] [protein=hypothetical protein] [protein_id=GAU87193.1] [location=complement(214378..216534)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87193.1_91,RvY_00080-1,RvY_00080,hypothetical protein,GAU87193.1,RvY_00080,RvY_00080,GAU87193.1 hypothetical protein RvY_00080 [Ramazzottius varieornatus],hypothetical protein RvY_00080,TRUE
"lcl|BDGG01000001.1_cds_GAU87194.1_92 [gene=RvY_00081] [locus_tag=RvY_00081-1] [protein=hypothetical protein] [protein_id=GAU87194.1] [location=join(216901..217487,217789..218186,218728..219167)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87194.1_92,RvY_00081,RvY_00081-1,hypothetical protein,GAU87194.1,RvY_00081,RvY_00081,GAU87194.1 hypothetical protein RvY_00081-1 [Ramazzottius varieornatus],hypothetical protein RvY_00081-1,TRUE
"lcl|BDGG01000001.1_cds_GAU87195.1_93 [gene=RvY_00081] [locus_tag=RvY_00081-2] [protein=hypothetical protein] [protein_id=GAU87195.1] [location=join(217775..218186,218728..219167)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87195.1_93,RvY_00081,RvY_00081-2,hypothetical protein,GAU87195.1,RvY_00081,RvY_00081,GAU87195.1 hypothetical protein RvY_00081-2 [Ramazzottius varieornatus],hypothetical protein RvY_00081-2,TRUE
"lcl|BDGG01000001.1_cds_GAU87196.1_94 [gene=RvY_00081] [locus_tag=RvY_00081-3] [protein=hypothetical protein] [protein_id=GAU87196.1] [location=join(217796..218186,218728..219167)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87196.1_94,RvY_00081,RvY_00081-3,hypothetical protein,GAU87196.1,RvY_00081,RvY_00081,GAU87196.1 hypothetical protein RvY_00081-3 [Ramazzottius varieornatus],hypothetical protein RvY_00081-3,TRUE
"lcl|BDGG01000001.1_cds_GAU87197.1_95 [gene=RvY_00081] [locus_tag=RvY_00081-4] [protein=hypothetical protein] [protein_id=GAU87197.1] [location=join(217892..218186,218728..219167)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87197.1_95,RvY_00081,RvY_00081-4,hypothetical protein,GAU87197.1,RvY_00081,RvY_00081,GAU87197.1 hypothetical protein RvY_00081-4 [Ramazzottius varieornatus],hypothetical protein RvY_00081-4,TRUE
"lcl|BDGG01000001.1_cds_GAU87198.1_96 [gene=RvY_00082-1] [locus_tag=RvY_00082] [protein=hypothetical protein] [protein_id=GAU87198.1] [location=complement(join(219446..219570,219701..219937,220157..220328,220400..220444,220510..220515))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87198.1_96,RvY_00082-1,RvY_00082,hypothetical protein,GAU87198.1,RvY_00082,RvY_00082,GAU87198.1 hypothetical protein RvY_00082 [Ramazzottius varieornatus],hypothetical protein RvY_00082,TRUE
"lcl|BDGG01000001.1_cds_GAU87199.1_97 [gene=RvY_00083-1] [locus_tag=RvY_00083] [protein=hypothetical protein] [protein_id=GAU87199.1] [location=complement(join(220824..220981,221089..221223,221321..221438,221687..221962,222265..222366,222466..222921,223437..223723,223994..224072))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87199.1_97,RvY_00083-1,RvY_00083,hypothetical protein,GAU87199.1,RvY_00083,RvY_00083,GAU87199.1 hypothetical protein RvY_00083 [Ramazzottius varieornatus],hypothetical protein RvY_00083,TRUE
"lcl|BDGG01000001.1_cds_GAU87200.1_98 [gene=RvY_00084-1] [locus_tag=RvY_00084] [protein=hypothetical protein] [protein_id=GAU87200.1] [location=complement(join(224582..224732,224753..224828,224898..225002,225059..225173,225273..225349,225439..225586,225674..225789,225925..226055,226149..226240,226372..226458,226550..226867,226951..227060,227171..227241,227292..227478,228050..228107))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87200.1_98,RvY_00084-1,RvY_00084,hypothetical protein,GAU87200.1,RvY_00084,RvY_00084,GAU87200.1 hypothetical protein RvY_00084 [Ramazzottius varieornatus],hypothetical protein RvY_00084,TRUE
"lcl|BDGG01000001.1_cds_GAU87201.1_99 [gene=RvY_00085-1] [locus_tag=RvY_00085] [protein=hypothetical protein] [protein_id=GAU87201.1] [location=join(231005..231089,231587..231969,232198..232501,232563..232720,232780..232785)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87201.1_99,RvY_00085-1,RvY_00085,hypothetical protein,GAU87201.1,RvY_00085,RvY_00085,GAU87201.1 hypothetical protein RvY_00085 [Ramazzottius varieornatus],hypothetical protein RvY_00085,TRUE
"lcl|BDGG01000001.1_cds_GAU87203.1_100 [gene=RvY_00086] [locus_tag=RvY_00086-2] [protein=hypothetical protein] [protein_id=GAU87203.1] [location=complement(join(235087..235148,235231..235343,235401..235638,236203..236272,236363..236524,236659..236858,236920..237598))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87203.1_100,RvY_00086,RvY_00086-2,hypothetical protein,GAU87203.1,RvY_00086,RvY_00086,GAU87203.1 hypothetical protein RvY_00086-2 [Ramazzottius varieornatus],hypothetical protein RvY_00086-2,TRUE
"lcl|BDGG01000001.1_cds_GAU87202.1_101 [gene=RvY_00086] [locus_tag=RvY_00086-1] [protein=hypothetical protein] [protein_id=GAU87202.1] [location=complement(join(235087..235148,235231..235343,235401..235638,236170..236272,236363..236524,236659..236858,236920..237598))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87202.1_101,RvY_00086,RvY_00086-1,hypothetical protein,GAU87202.1,RvY_00086,RvY_00086,GAU87202.1 hypothetical protein RvY_00086-1 [Ramazzottius varieornatus],hypothetical protein RvY_00086-1,TRUE
"lcl|BDGG01000001.1_cds_GAU87204.1_102 [gene=RvY_00087-1] [locus_tag=RvY_00087] [protein=hypothetical protein] [protein_id=GAU87204.1] [location=join(238016..238694,238829..238956,239015..239311)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU87204.1_102,RvY_00087-1,RvY_00087,hypothetical protein,GAU87204.1,RvY_00087,RvY_00087,GAU87204.1 hypothetical protein RvY_00087 [Ramazzottius varieornatus],hypothetical protein RvY_00087,TRUE
lcl|BDGG01000001.1_cds_GAU87205.1_103 [gene=RvY_00088-1] [locus_tag=RvY_00088] [protein=hypothetical protein] [protein_id=GAU87205.1] [location=complement(239308..239589)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87205.1_103,RvY_00088-1,RvY_00088,hypothetical protein,GAU87205.1,RvY_00088,RvY_00088,GAU87205.1 hypothetical protein RvY_00088 [Ramazzottius varieornatus],hypothetical protein RvY_00088,TRUE
lcl|BDGG01000001.1_cds_GAU87206.1_104 [gene=RvY_00089-1] [locus_tag=RvY_00089] [protein=hypothetical protein] [protein_id=GAU87206.1] [location=complement(240873..241172)] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87206.1_104,RvY_00089-1,RvY_00089,hypothetical protein,GAU87206.1,RvY_00089,RvY_00089,GAU87206.1 hypothetical protein RvY_00089 [Ramazzottius varieornatus],hypothetical protein RvY_00089,TRUE
