gene	gene_base	protein_id	ncbi_protein_desc	match_type	delta_pool	instability_score	pfam_name	pfam_acc	pfam_desc	pfam_hit_count	interpro_analysis	interpro_sig_acc	interpro_sig_desc	interpro_acc	interpro_desc	interpro_hit_count	raw_annotation	has_annotation	broad_group_auto	expert_reclassified_group	expert_reclassification_note	manual_reclassified	broad_group_precollapse	broad_group_figure
RvY_16270-1	NA	GAV06250.1	hypothetical protein	exact_gene	-0.0894616228342766	1.93495443834467	Pkinase; PK_Tyr_Ser-Thr; Ank_2; SH3_15; Ank; Ank_4; Ank_3; Ank_5; YrbL-PhoP_reg; RIO1; Kdo; Pkinase_fungal	PF00069.31; PF07714.23; PF12796.13; PF18346.7; PF00023.36; PF13637.12; PF13606.12; PF13857.12; PF10707.15; PF01163.29; PF06293.20; PF17667.7	Protein kinase domain; Protein tyrosine and serine/threonine kinase; Ankyrin repeats (3 copies); Mind bomb SH3 repeat domain; Ankyrin repeat; Ankyrin repeats (many copies); PhoP regulatory network protein YrbL; RIO domain; Lipopolysaccharide kinase (Kdo/WaaP) family; Fungal protein kinase	28	SMART; Gene3D; ProSiteProfiles; Pfam; ProSitePatterns; SUPERFAMILY; PANTHER; MobiDBLite; CDD	SM00220; G3DSA:1.25.40.20; PS50011; PF12796; PF18346; PS00108; SSF56112; PS50297; G3DSA:3.30.200.20; SM00248; SSF48403; PTHR23257; PS00107; PS50088; mobidb-lite; PF00069; cd14014; G3DSA:1.10.510.10	serkin_6; Protein kinase domain profile.; Ankyrin repeats (3 copies); Mind bomb SH3 repeat domain; Serine/Threonine protein kinases active-site signature.; Protein kinase-like (PK-like); Ankyrin repeat region circular profile.; Phosphorylase Kinase; domain 1; ANK_2a; Ankyrin repeat; SERINE-THREONINE PROTEIN KINASE; Protein kinases ATP-binding region signature.; Ankyrin repeat profile.; consensus disorder prediction; Protein kinase domain; STKc_PknB_like; Transferase(Phosphotransferase) domain 1	IPR000719; IPR036770; IPR002110; IPR040847; IPR008271; IPR011009; IPR017441	Protein kinase domain; Ankyrin repeat-containing domain superfamily; Ankyrin repeat; Mind bomb, SH3 repeat domain; Serine/threonine-protein kinase, active site; Protein kinase-like domain superfamily; Protein kinase, ATP binding site	27	hypothetical protein; Protein kinase domain; Protein tyrosine and serine/threonine kinase; Ankyrin repeats (3 copies); Mind bomb SH3 repeat domain; Ankyrin repeat; Ankyrin repeats (many copies); PhoP regulatory network protein YrbL; RIO domain; Lipopolysaccharide kinase (Kdo/WaaP) family; Fungal protein kinase; serkin_6; Protein kinase domain profile.; Ankyrin repeats (3 copies); Mind bomb SH3 repeat domain; Serine/Threonine protein kinases active-site signature.; Protein kinase-like (PK-like); Ankyrin repeat region circular profile.; Phosphorylase Kinase; domain 1; ANK_2a; Ankyrin repeat; SERINE-THREONINE PROTEIN KINASE; Protein kinases ATP-binding region signature.; Ankyrin repeat profile.; consensus disorder prediction; Protein kinase domain; STKc_PknB_like; Transferase(Phosphotransferase) domain 1; Protein kinase domain; Ankyrin repeat-containing domain superfamily; Ankyrin repeat; Mind bomb, SH3 repeat domain; Serine/threonine-protein kinase, active site; Protein kinase-like domain superfamily; Protein kinase, ATP binding site; Pkinase; PK_Tyr_Ser-Thr; Ank_2; SH3_15; Ank; Ank_4; Ank_3; Ank_5; YrbL-PhoP_reg; RIO1; Kdo; Pkinase_fungal; SMART; Gene3D; ProSiteProfiles; Pfam; ProSitePatterns; SUPERFAMILY; PANTHER; MobiDBLite; CDD	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_01082	NA	GAU88372.1	hypothetical protein	exact_gene	0.0824303938612356	1.92042198203546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_09096-1	NA	GAU97870.1	hypothetical protein	exact_gene	-0.0569978353440961	1.90327633701924	DHHC; Zn_ribbon_RanBP; Halogen_Hydrol; CRPA; Imm17	PF01529.25; PF00641.23; PF10112.14; PF05745.16; PF15562.11	DHHC palmitoyltransferase; Zn-finger in Ran binding protein and others; 5-bromo-4-chloroindolyl phosphate hydrolysis protein; Chlamydia 15 kDa cysteine-rich outer membrane protein (CRPA); Immunity protein 17	9	MobiDBLite; PANTHER; Pfam; ProSiteProfiles	mobidb-lite; PTHR22883; PF01529; PS50216	consensus disorder prediction; ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN; DHHC palmitoyltransferase; DHHC domain profile.	IPR001594	Palmitoyltransferase, DHHC domain	7	hypothetical protein; DHHC palmitoyltransferase; Zn-finger in Ran binding protein and others; 5-bromo-4-chloroindolyl phosphate hydrolysis protein; Chlamydia 15 kDa cysteine-rich outer membrane protein (CRPA); Immunity protein 17; consensus disorder prediction; ZINC FINGER DHHC DOMAIN CONTAINING PROTEIN; DHHC palmitoyltransferase; DHHC domain profile.; Palmitoyltransferase, DHHC domain; DHHC; Zn_ribbon_RanBP; Halogen_Hydrol; CRPA; Imm17; MobiDBLite; PANTHER; Pfam; ProSiteProfiles	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_08208-1	NA	GAU96829.1	hypothetical protein	exact_gene	0.025023969702894	1.90264212914139	TYW3	PF02676.19	Methyltransferase TYW3	1	PANTHER; Pfam; SUPERFAMILY; Gene3D	PTHR48330; PF02676; SSF111278; G3DSA:3.30.1960.10	TRNA WYBUTOSINE-SYNTHESIZING PROTEIN 3; Methyltransferase TYW3; SSo0622-like	IPR003827; IPR036602	tRNA wybutosine-synthesizing protein; tRNA wybutosine-synthesizing-like superfamily	4	hypothetical protein; Methyltransferase TYW3; TRNA WYBUTOSINE-SYNTHESIZING PROTEIN 3; Methyltransferase TYW3; SSo0622-like; tRNA wybutosine-synthesizing protein; tRNA wybutosine-synthesizing-like superfamily; TYW3; PANTHER; Pfam; SUPERFAMILY; Gene3D	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_13246-1	NA	GAV02716.1	hypothetical protein	exact_gene	0.0918225068735241	1.84453461297686	Glyco_hydro_18; CBM_14	PF00704.34; PF01607.29	Glycosyl hydrolases family 18; Chitin binding Peritrophin-A domain	2	ProSiteProfiles; SUPERFAMILY; Pfam; SMART; PANTHER; Gene3D; FunFam	PS51910; SSF51445; SSF54556; PF00704; PF01607; SM00636; PTHR11177; PS50940; SSF57625; G3DSA:3.20.20.80; G3DSA:3.10.50.10:FF:000003; SM00494; G3DSA:3.10.50.10	Glycosyl hydrolases family 18 (GH18) domain profile.; (Trans)glycosidases; Chitinase insertion domain; Glycosyl hydrolases family 18; Chitin binding Peritrophin-A domain; 2g34; CHITINASE; Chitin-binding type-2 domain profile.; Invertebrate chitin-binding proteins; Glycosidases; Class V chitinase CHIT5b; chi_10	IPR001223; IPR017853; IPR029070; IPR002557; IPR011583; IPR036508	Glycoside hydrolase family 18, catalytic domain; Glycoside hydrolase superfamily; Chitinase insertion domain superfamily; Chitin binding domain; Chitinase II; Chitin binding domain superfamily	13	hypothetical protein; Glycosyl hydrolases family 18; Chitin binding Peritrophin-A domain; Glycosyl hydrolases family 18 (GH18) domain profile.; (Trans)glycosidases; Chitinase insertion domain; Glycosyl hydrolases family 18; Chitin binding Peritrophin-A domain; 2g34; CHITINASE; Chitin-binding type-2 domain profile.; Invertebrate chitin-binding proteins; Glycosidases; Class V chitinase CHIT5b; chi_10; Glycoside hydrolase family 18, catalytic domain; Glycoside hydrolase superfamily; Chitinase insertion domain superfamily; Chitin binding domain; Chitinase II; Chitin binding domain superfamily; Glyco_hydro_18; CBM_14; ProSiteProfiles; SUPERFAMILY; Pfam; SMART; PANTHER; Gene3D; FunFam	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_04319-1	NA	GAU92207.1	hypothetical protein	exact_gene	-0.0464337552040872	1.81609091192154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_12452	NA	GAV01798.1	hypothetical protein	exact_gene	-0.074087280974326	1.80638805768508	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_06030	NA	GAU94211.1	hypothetical protein	exact_gene	0.0421234422907828	1.80491239257018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_01196-1	NA	GAU88509.1	hypothetical protein	exact_gene	-0.0867036950866824	1.80298329874049	CRF-BP_N; CRF-BP_C	PF05428.17; PF23541.1	Corticotropin-releasing factor binding protein N-terminal domain; Corticotropin-releasing factor binding protein C-terminal domain	4	Gene3D; SUPERFAMILY; Pfam; PANTHER	G3DSA:2.60.120.290; SSF49854; PF05428; PTHR10278	Spermadhesin, CUB domain; Corticotropin-releasing factor binding protein (CRF-BP); CORTICOTROPIN-RELEASING FACTOR-BINDING PROTEIN	IPR035914; IPR008435	Spermadhesin, CUB domain superfamily; Corticotropin-releasing factor-binding protein	4	hypothetical protein; Corticotropin-releasing factor binding protein N-terminal domain; Corticotropin-releasing factor binding protein C-terminal domain; Spermadhesin, CUB domain; Corticotropin-releasing factor binding protein (CRF-BP); CORTICOTROPIN-RELEASING FACTOR-BINDING PROTEIN; Spermadhesin, CUB domain superfamily; Corticotropin-releasing factor-binding protein; CRF-BP_N; CRF-BP_C; Gene3D; SUPERFAMILY; Pfam; PANTHER	TRUE	Binding proteins	Binding proteins		FALSE	Binding proteins	Binding proteins
RvY_19229-1	NA	GAV09741.1	hypothetical protein	exact_gene	0.0291445949122373	1.79765874521693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_08544-1	NA	GAU97205.1	hypothetical protein	exact_gene	0.077474495693699	1.79715133364039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_07245-1	NA	GAU95662.1	hypothetical protein	exact_gene	-0.112687721647926	1.79584911493209	SBF2	PF12335.14	Myotubularin protein	1	MobiDBLite; PANTHER	mobidb-lite; PTHR13663	consensus disorder prediction; UNCHARACTERIZED	IPR039872	Uncharacterized protein KIAA0513	7	hypothetical protein; Myotubularin protein; consensus disorder prediction; UNCHARACTERIZED; Uncharacterized protein KIAA0513; SBF2; MobiDBLite; PANTHER	TRUE	Complex proteins, unresolved class	Signaling/Receptor	Signaling-associated phosphatase; enzyme-related but retained under signaling	TRUE	Signaling/Receptor	Signaling/Receptor
RvY_08858	NA	GAU97584.1	hypothetical protein	exact_gene	-0.0403079191326068	1.78903000329867	Tub; Tub_N; DUF3527	PF01167.24; PF16322.10; PF12043.14	Tub family; Tubby N-terminal; Domain of unknown function (DUF3527)	5	MobiDBLite; Pfam; Gene3D; PRINTS; PANTHER; FunFam; SUPERFAMILY; ProSitePatterns	mobidb-lite; PF01167; G3DSA:3.20.90.10; PR01573; PTHR16517; G3DSA:3.20.90.10:FF:000001; SSF54518; PS01200	consensus disorder prediction; Tub family; Tubby Protein; Chain A; Tubby superfamily signature; TUBBY-RELATED; Tubby-like protein; Tubby C-terminal domain-like; Tub family signature 1.	IPR000007; IPR025659; IPR018066	Tubby, C-terminal; Tubby-like, C-terminal; Tubby, C-terminal, conserved site	16	hypothetical protein; Tub family; Tubby N-terminal; Domain of unknown function (DUF3527); consensus disorder prediction; Tub family; Tubby Protein; Chain A; Tubby superfamily signature; TUBBY-RELATED; Tubby-like protein; Tubby C-terminal domain-like; Tub family signature 1.; Tubby, C-terminal; Tubby-like, C-terminal; Tubby, C-terminal, conserved site; Tub; Tub_N; DUF3527; MobiDBLite; Pfam; Gene3D; PRINTS; PANTHER; FunFam; SUPERFAMILY; ProSitePatterns	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_06015-1	NA	GAU94193.1	hypothetical protein	exact_gene	0.0232564650862672	1.78703272929219	EF-hand_7; EF-hand_1; EF-hand_6; EF-hand_5; EF-hand_8; EF_EFCAB10_C; EH; SPARC_Ca_bdg; p25-alpha; USP32_N; SPEF2_C; WEF-hand	PF13499.12; PF00036.39; PF13405.12; PF13202.12; PF13833.12; PF24548.1; PF12763.14; PF10591.15; PF05517.18; PF25265.1; PF24082.1; PF19914.5	EF-hand domain pair; EF hand domain; EF-hand domain; EF hand; EFCAB10, C-terminal EF-hand; EH domain; Secreted protein acidic and rich in cysteine Ca binding region; p25-alpha; USP32 N-terminal domain; SPEF2 C-terminal domain; Wolframin EF-hand domain	36	PRINTS; CDD; ProSitePatterns; SUPERFAMILY; Pfam; Gene3D; SMART; ProSiteProfiles; FunFam; PANTHER	PR00450; cd00051; PS00018; SSF47473; PF13499; G3DSA:1.10.238.10; SM00054; PS50222; G3DSA:1.10.238.10:FF:000009; PTHR23055	Recoverin family signature; EFh; EF-hand calcium-binding domain.; EF-hand; EF-hand domain pair; efh_1; EF-hand calcium-binding domain profile.; Visinin-like protein 1; CALCIUM BINDING PROTEINS	IPR002048; IPR018247; IPR011992; IPR028846	EF-hand domain; EF-Hand 1, calcium-binding site; EF-hand domain pair; Recoverin family	22	hypothetical protein; EF-hand domain pair; EF hand domain; EF-hand domain; EF hand; EFCAB10, C-terminal EF-hand; EH domain; Secreted protein acidic and rich in cysteine Ca binding region; p25-alpha; USP32 N-terminal domain; SPEF2 C-terminal domain; Wolframin EF-hand domain; Recoverin family signature; EFh; EF-hand calcium-binding domain.; EF-hand; EF-hand domain pair; efh_1; EF-hand calcium-binding domain profile.; Visinin-like protein 1; CALCIUM BINDING PROTEINS; EF-hand domain; EF-Hand 1, calcium-binding site; EF-hand domain pair; Recoverin family; EF-hand_7; EF-hand_1; EF-hand_6; EF-hand_5; EF-hand_8; EF_EFCAB10_C; EH; SPARC_Ca_bdg; p25-alpha; USP32_N; SPEF2_C; WEF-hand; PRINTS; CDD; ProSitePatterns; SUPERFAMILY; Pfam; Gene3D; SMART; ProSiteProfiles; FunFam; PANTHER	TRUE	Binding proteins	Binding proteins		FALSE	Binding proteins	Binding proteins
RvY_09643-1	NA	GAU98506.1	hypothetical protein	exact_gene	-0.0335116018162331	1.78045617019119	Ets	PF00178.28	Ets-domain	2	MobiDBLite; Gene3D; SUPERFAMILY; SMART; PRINTS; FunFam; PANTHER; ProSiteProfiles; Pfam	mobidb-lite; G3DSA:1.10.10.10; SSF46785; SM00413; PR00454; G3DSA:1.10.10.10:FF:001336; G3DSA:1.10.150.50; SSF47769; PTHR11849; PS50061; PF00178	consensus disorder prediction; Winged helix DNA-binding domain; etsneu2; ETS domain signature; Epithelium specific ets factor 3, ese3, putative; SAM/Pointed domain; ETS; Ets-domain profile.; Ets-domain	IPR036388; IPR036390; IPR000418; IPR013761; IPR046328	Winged helix-like DNA-binding domain superfamily; Winged helix DNA-binding domain superfamily; Ets domain; Sterile alpha motif/pointed domain superfamily; ETS family	19	hypothetical protein; Ets-domain; consensus disorder prediction; Winged helix DNA-binding domain; etsneu2; ETS domain signature; Epithelium specific ets factor 3, ese3, putative; SAM/Pointed domain; ETS; Ets-domain profile.; Ets-domain; Winged helix-like DNA-binding domain superfamily; Winged helix DNA-binding domain superfamily; Ets domain; Sterile alpha motif/pointed domain superfamily; ETS family; Ets; MobiDBLite; Gene3D; SUPERFAMILY; SMART; PRINTS; FunFam; PANTHER; ProSiteProfiles; Pfam	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated		FALSE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_12932	NA	GAV02355.1	hypothetical protein	exact_gene	0.030073772503151	1.77029632521493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_01336	NA	GAU88688.1	hypothetical protein	exact_gene	0.0226309438319792	1.76625116441446	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_01368-1	NA	GAU88729.1	hypothetical protein	exact_gene	0.0319535719347019	1.76615781031159	AAA; AAA_lid_3; Vps4_C; RuvB_N; TIP49; TniB; AAA_5; AAA_14; AAA_22; AAA_2; nSTAND_NTPase5; IstB_IS21; AAA_16; Mg_chelatase; RNA_helicase; ATPase; NPHP3_N; nSTAND3; AAA_33; AAA_25; Guanylate_kin; CCDC90-like	PF00004.35; PF17862.7; PF09336.16; PF05496.18; PF06068.19; PF05621.17; PF07728.20; PF13173.12; PF13401.12; PF07724.20; PF25199.1; PF01695.23; PF13191.12; PF01078.27; PF00910.28; PF06745.19; PF24883.2; PF20720.3; PF13671.12; PF13481.12; PF00625.27; PF07798.16	ATPase family associated with various cellular activities (AAA); AAA+ lid domain; Vps4 C terminal oligomerisation domain; Holliday junction DNA helicase RuvB P-loop domain; TIP49 P-loop domain; Bacterial TniB protein; AAA domain (dynein-related subfamily); AAA domain; AAA domain (Cdc48 subfamily); Novel STAND NTPase 5; IstB-like ATP binding protein; AAA ATPase domain; Magnesium chelatase, subunit ChlI; RNA helicase; KaiC; Nephrocystin 3, N-terminal; Novel STAND NTPase 3; Guanylate kinase; Coiled-coil domain-containing protein 90-like	40	Gene3D; MobiDBLite; FunFam; PANTHER; ProSitePatterns; Coils; SUPERFAMILY; Pfam; SMART	G3DSA:3.40.50.300; G3DSA:1.10.8.60; mobidb-lite; G3DSA:1.10.8.60:FF:000022; PTHR23074; PS00674; Coil; G3DSA:1.20.58.80; SSF52540; PF17862; PF00004; PF09336; SM00382; G3DSA:3.40.50.300:FF:000093	consensus disorder prediction; Fidgetin like 1; AAA DOMAIN-CONTAINING; AAA-protein family signature.; Coil; P-loop containing nucleoside triphosphate hydrolases; AAA+ lid domain; ATPase family associated with various cellular activities (AAA); Vps4 C terminal oligomerisation domain; AAA_5; Fidgetin-like 1	IPR027417; IPR003960; IPR041569; IPR003959; IPR015415; IPR003593	P-loop containing nucleoside triphosphate hydrolase; ATPase, AAA-type, conserved site; AAA ATPase, AAA+ lid domain; ATPase, AAA-type, core; Spastin/Vps4, C-terminal; AAA+ ATPase domain	17	hypothetical protein; ATPase family associated with various cellular activities (AAA); AAA+ lid domain; Vps4 C terminal oligomerisation domain; Holliday junction DNA helicase RuvB P-loop domain; TIP49 P-loop domain; Bacterial TniB protein; AAA domain (dynein-related subfamily); AAA domain; AAA domain (Cdc48 subfamily); Novel STAND NTPase 5; IstB-like ATP binding protein; AAA ATPase domain; Magnesium chelatase, subunit ChlI; RNA helicase; KaiC; Nephrocystin 3, N-terminal; Novel STAND NTPase 3; Guanylate kinase; Coiled-coil domain-containing protein 90-like; consensus disorder prediction; Fidgetin like 1; AAA DOMAIN-CONTAINING; AAA-protein family signature.; Coil; P-loop containing nucleoside triphosphate hydrolases; AAA+ lid domain; ATPase family associated with various cellular activities (AAA); Vps4 C terminal oligomerisation domain; AAA_5; Fidgetin-like 1; P-loop containing nucleoside triphosphate hydrolase; ATPase, AAA-type, conserved site; AAA ATPase, AAA+ lid domain; ATPase, AAA-type, core; Spastin/Vps4, C-terminal; AAA+ ATPase domain; AAA; AAA_lid_3; Vps4_C; RuvB_N; TIP49; TniB; AAA_5; AAA_14; AAA_22; AAA_2; nSTAND_NTPase5; IstB_IS21; AAA_16; Mg_chelatase; RNA_helicase; ATPase; NPHP3_N; nSTAND3; AAA_33; AAA_25; Guanylate_kin; CCDC90-like; Gene3D; MobiDBLite; FunFam; PANTHER; ProSitePatterns; Coils; SUPERFAMILY; Pfam; SMART	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_06981	NA	GAU95348.1	hypothetical protein	exact_gene	0.0785879924944295	1.75811774867675	Ldl_recept_a; SUR7; M60-like_N	PF00057.23; PF06687.17; PF17291.7	Low-density lipoprotein receptor domain class A; SUR7/PalI family; N-terminal domain of M60-like peptidases	4	CDD; PANTHER; SUPERFAMILY; Gene3D; ProSiteProfiles; SMART; Pfam	cd00112; PTHR24652; SSF57424; G3DSA:4.10.400.10; PS50068; SM00192; PF00057	LDLa; LOW-DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 2; LDL receptor-like module; LDL-receptor class A (LDLRA) domain profile.; LDLa_2; Low-density lipoprotein receptor domain class A	IPR002172; IPR042333; IPR036055	Low-density lipoprotein (LDL) receptor class A repeat; Low-density lipoprotein receptor class A domain-containing protein 2; LDL receptor-like superfamily	7	hypothetical protein; Low-density lipoprotein receptor domain class A; SUR7/PalI family; N-terminal domain of M60-like peptidases; LDLa; LOW-DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 2; LDL receptor-like module; LDL-receptor class A (LDLRA) domain profile.; LDLa_2; Low-density lipoprotein receptor domain class A; Low-density lipoprotein (LDL) receptor class A repeat; Low-density lipoprotein receptor class A domain-containing protein 2; LDL receptor-like superfamily; Ldl_recept_a; SUR7; M60-like_N; CDD; PANTHER; SUPERFAMILY; Gene3D; ProSiteProfiles; SMART; Pfam	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_15200-1	NA	GAV05009.1	hypothetical protein	exact_gene	-0.0430512316440721	1.72971833447759	Pkinase; PK_Tyr_Ser-Thr; LysM; LysM_RLK	PF00069.31; PF07714.23; PF01476.26; PF23577.1	Protein kinase domain; Protein tyrosine and serine/threonine kinase; LysM domain	4	CDD; Gene3D; SUPERFAMILY; Pfam; SMART; PANTHER; ProSiteProfiles	cd00118; G3DSA:3.10.350.10; SSF56112; PF00069; PF01476; SM00220; G3DSA:1.10.510.10; PTHR24348; PS50011; PS51782; SM00257	LysM; LysM domain; Protein kinase-like (PK-like); Protein kinase domain; serkin_6; Transferase(Phosphotransferase) domain 1; SERINE/THREONINE-PROTEIN KINASE UNC-51-RELATED; Protein kinase domain profile.; LysM domain profile.; LysM_2	IPR018392; IPR036779; IPR011009; IPR000719; IPR045269	LysM domain; LysM domain superfamily; Protein kinase-like domain superfamily; Protein kinase domain; Serine/threonine-protein kinase Atg1-like	11	hypothetical protein; Protein kinase domain; Protein tyrosine and serine/threonine kinase; LysM domain; LysM; LysM domain; Protein kinase-like (PK-like); Protein kinase domain; serkin_6; Transferase(Phosphotransferase) domain 1; SERINE/THREONINE-PROTEIN KINASE UNC-51-RELATED; Protein kinase domain profile.; LysM domain profile.; LysM_2; LysM domain; LysM domain superfamily; Protein kinase-like domain superfamily; Protein kinase domain; Serine/threonine-protein kinase Atg1-like; Pkinase; PK_Tyr_Ser-Thr; LysM; LysM_RLK; CDD; Gene3D; SUPERFAMILY; Pfam; SMART; PANTHER; ProSiteProfiles	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
